experiment_mode,scenario_id,scenario_name,round,team_name,strategy_archetype,operating_archetype,demand,actual_demand,forecast,planned_production,actual_production,units_sold,lost_sales,inventory,backlog,revenue,cost,profit,cash,debt,service_level,forecast_error,forecast_wape,defects,warranty_cost,capacity_used,effective_capacity,raw_material_inventory_end,innovation_investment,npd_investment,launched_products,retired_products,launch_events,interest_expense,working_capital_requirement,liquidity_stress,reputation,notes
calibrated,5,Beginner Boom,1,Team 06,Low-cost volume,Premium Quality,270.22,270.22,232,228,228,225,0,0,44,37562.88,18841.99,18720.89,44304.89,0.0,0.8327,38.22,0.1414,0.0085,86.57,78.35,291,32,500.0,500.0,0,0,,0.0,888.64,FALSE,66.35,Portfolio forecast WAPE was 14.14% against realized demand. Carried 44 backlog units into next round.
calibrated,5,Beginner Boom,2,Team 01,Cash conservative,Premium Quality,321.69,321.69,84,124,124,122,199,0,5,21660.72,9856.07,11804.65,49387.78,0.0,0.3734,237.69,0.7389,0.005,27.45,47.15,263,114,750.0,750.0,0,0,,0.0,3617.22,FALSE,38.11,Portfolio forecast WAPE was 73.89% against realized demand. Lost 199 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,2,Team 02,Balanced S&OP,Sponsorship Growth,487.99,487.99,315,315,315,306,180,0,38,42806.0,27425.78,15380.22,62486.01,2000.0,0.5818,172.99,0.3545,0.024,330.58,89.49,352,30,2500.0,2500.0,0,0,,44.0,1187.4,FALSE,46.19,"Portfolio forecast WAPE was 35.45% against realized demand. Lost 180 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,2,Team 03,Premium quality,Engineering Challenger,328.82,328.82,180,184,184,182,146,0,14,32387.04,19034.65,13352.39,54240.7,0.0,0.5309,148.82,0.4526,0.005,40.95,58.23,316,106,3000.0,3000.0,0,0,,0.0,3630.5,FALSE,42.85,Portfolio forecast WAPE was 45.26% against realized demand. Lost 146 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,2,Team 04,Innovation leap,Low-Cost Volume,516.37,516.37,355,348,348,341,174,0,36,35838.6,30410.39,5428.21,52850.74,14000.0,0.6173,161.37,0.3125,0.0426,653.39,76.65,454,55,9000.0,9000.0,0,0,,308.0,3419.45,FALSE,30.43,"Portfolio forecast WAPE was 31.25% against realized demand. Lost 174 sales units across the portfolio. Carried 36 backlog units into next round. Used $7,000.00 of planned borrowing."
calibrated,5,Beginner Boom,2,Team 05,Aggressive growth,Community / Club,511.08,511.08,352,298,298,290,220,0,63,35589.68,26746.67,8843.01,45506.5,4000.0,0.5052,159.08,0.3113,0.0218,284.73,83.47,357,91,4000.0,4000.0,0,0,,88.0,2833.14,FALSE,41.08,"Portfolio forecast WAPE was 31.13% against realized demand. Lost 220 sales units across the portfolio. Carried 63 backlog units into next round. Used $2,000.00 of planned borrowing."
calibrated,5,Beginner Boom,2,Team 06,Low-cost volume,Premium Quality,317.05,317.05,232,228,32,30,284,0,46,5003.52,10199.16,-5195.64,39109.25,0.0,0.0831,85.05,0.2683,0.0066,9.0,10.81,296,0,500.0,500.0,0,0,,0.0,0.0,FALSE,42.73,Portfolio forecast WAPE was 26.83% against realized demand. Lost 284 sales units across the portfolio. Carried 46 backlog units into next round.
calibrated,5,Beginner Boom,3,Team 01,Cash conservative,Premium Quality,396.4,396.4,84,124,124,122,274,0,5,21660.72,10049.9,11610.82,60998.6,0.0,0.3039,312.4,0.7881,0.005,27.45,47.15,263,92,750.0,750.0,0,0,,0.0,3005.64,FALSE,20.53,Portfolio forecast WAPE was 78.81% against realized demand. Lost 274 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,3,Team 02,Balanced S&OP,Sponsorship Growth,628.56,628.56,315,315,315,306,322,0,38,42806.0,28138.64,14667.36,78153.37,3000.0,0.4591,313.56,0.4989,0.0235,323.2,86.3,365,55,2500.0,2500.0,0,0,,66.0,2125.3,FALSE,31.97,"Portfolio forecast WAPE was 49.89% against realized demand. Lost 322 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,3,Team 03,Premium quality,Engineering Challenger,413.6,413.6,180,184,184,182,231,0,14,32387.04,19427.4,12959.64,67200.34,0.0,0.4256,233.6,0.5648,0.005,40.95,55.76,330,106,3000.0,3000.0,0,0,,0.0,3737.56,FALSE,29.33,Portfolio forecast WAPE was 56.48% against realized demand. Lost 231 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,3,Team 04,Innovation leap,Low-Cost Volume,661.46,661.46,355,348,348,333,327,0,36,35005.95,31033.73,3972.22,63822.96,21000.0,0.4774,306.46,0.4633,0.0418,626.89,74.52,467,38,9000.0,9000.0,0,0,,462.0,4088.6,TRUE,14.04,"Portfolio forecast WAPE was 46.33% against realized demand. Lost 327 sales units across the portfolio. Carried 36 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,3,Team 05,Aggressive growth,Community / Club,683.82,683.82,352,298,298,290,393,0,63,35589.68,27555.79,8033.89,55540.39,6000.0,0.3883,331.82,0.4852,0.0218,284.73,80.76,369,180,4000.0,4000.0,0,0,,132.0,5448.6,FALSE,25.07,"Portfolio forecast WAPE was 48.52% against realized demand. Lost 393 sales units across the portfolio. Carried 63 backlog units into next round. Used $2,000.00 of planned borrowing."
calibrated,5,Beginner Boom,3,Team 06,Low-cost volume,Premium Quality,409.19,409.19,232,228,228,226,182,0,46,37749.12,19782.06,17967.06,57076.31,0.0,0.4965,177.19,0.433,0.0056,57.06,75.75,301,18,500.0,500.0,0,0,,0.0,530.28,FALSE,32.09,Portfolio forecast WAPE was 43.30% against realized demand. Lost 182 sales units across the portfolio. Carried 46 backlog units into next round.
calibrated,5,Beginner Boom,4,Team 01,Cash conservative,Premium Quality,455.1,455.1,84,124,124,122,332,0,5,21660.72,10243.79,11416.93,72415.53,0.0,0.2652,371.1,0.8154,0.005,27.45,47.15,263,70,750.0,750.0,0,0,,0.0,2352.7,FALSE,1.72,Portfolio forecast WAPE was 81.54% against realized demand. Lost 332 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,4,Team 02,Balanced S&OP,Sponsorship Growth,756.46,756.46,315,315,315,307,448,0,38,42984.0,28832.22,14151.78,93305.15,4000.0,0.3864,441.46,0.5836,0.0216,298.83,83.33,378,80,2500.0,2500.0,0,0,,88.0,3106.4,FALSE,15.57,"Portfolio forecast WAPE was 58.36% against realized demand. Lost 448 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,4,Team 03,Premium quality,Engineering Challenger,476.65,476.65,180,184,184,182,294,0,14,32387.04,19820.98,12566.06,79766.4,0.0,0.3709,296.65,0.6224,0.005,40.95,53.49,344,106,3000.0,3000.0,0,0,,0.0,3845.68,FALSE,14.04,Portfolio forecast WAPE was 62.24% against realized demand. Lost 294 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,4,Team 04,Innovation leap,Low-Cost Volume,817.03,817.03,345,338,338,322,481,0,29,33848.85,22093.09,11755.76,82578.72,28000.0,0.3861,472.03,0.5777,0.0453,656.91,70.42,480,31,0,0,1,2,"Launched Team 04 NextGen into slot C, replacing Flex Edge",616.0,4987.71,TRUE,0.0,"Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 57.77% against realized demand. Lost 481 sales units across the portfolio. Carried 29 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,4,Team 05,Aggressive growth,Community / Club,757.37,757.37,341,289,289,281,477,0,61,34690.04,27764.71,6925.33,64465.72,8000.0,0.3425,416.37,0.5498,0.0221,279.99,75.85,381,278,4000.0,4000.0,0,0,,176.0,8428.0,FALSE,7.48,"Portfolio forecast WAPE was 54.98% against realized demand. Lost 477 sales units across the portfolio. Carried 61 backlog units into next round. Used $2,000.00 of planned borrowing."
calibrated,5,Beginner Boom,4,Team 06,Low-cost volume,Premium Quality,479.4,479.4,232,228,228,226,252,0,46,37749.12,20303.16,17445.96,74522.27,0.0,0.4301,247.4,0.5161,0.0051,51.54,74.51,306,36,500.0,500.0,0,0,,0.0,1091.16,FALSE,19.27,Portfolio forecast WAPE was 51.61% against realized demand. Lost 252 sales units across the portfolio. Carried 46 backlog units into next round.
calibrated,5,Beginner Boom,5,Team 01,Cash conservative,Premium Quality,506.36,506.36,84,124,124,122,383,0,5,21660.72,10436.6,11224.12,83639.65,0.0,0.2386,422.36,0.8341,0.005,27.45,47.15,263,48,750.0,750.0,0,0,,0.0,1657.92,FALSE,0.0,Portfolio forecast WAPE was 83.41% against realized demand. Lost 383 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,5,Team 02,Balanced S&OP,Sponsorship Growth,784.62,784.62,306,306,306,298,487,0,37,42048.0,28867.61,13180.39,107485.54,5000.0,0.3623,478.62,0.61,0.0225,302.13,78.26,391,114,2500.0,2500.0,0,0,,110.0,4421.94,FALSE,0.0,"Portfolio forecast WAPE was 61.00% against realized demand. Lost 487 sales units across the portfolio. Carried 37 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,5,Team 03,Premium quality,Engineering Challenger,536.44,536.44,180,184,184,182,354,0,14,32387.04,20213.73,12173.31,91939.71,0.0,0.3306,356.44,0.6645,0.005,40.95,51.4,358,106,3000.0,3000.0,0,0,,0.0,3952.74,FALSE,0.0,Portfolio forecast WAPE was 66.45% against realized demand. Lost 354 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,5,Team 04,Innovation leap,Low-Cost Volume,669.87,669.87,230,225,225,215,460,0,23,22863.75,15961.47,6902.28,96481.0,35000.0,0.3076,439.87,0.6566,0.0426,412.63,45.64,493,127,0.0,0.0,0,0,,770.0,8567.24,TRUE,0.0,"Portfolio forecast WAPE was 65.66% against realized demand. Lost 460 sales units across the portfolio. Carried 23 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,5,Team 05,Aggressive growth,Community / Club,794.95,794.95,330,279,279,271,524,0,59,33396.44,27852.05,5544.39,72010.11,10000.0,0.3166,464.95,0.5849,0.0234,285.01,70.99,393,375,4000.0,4000.0,0,0,,220.0,11520.0,TRUE,0.0,"Portfolio forecast WAPE was 58.49% against realized demand. Lost 524 sales units across the portfolio. Carried 59 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,5,Team 06,Low-cost volume,Premium Quality,542.76,542.76,232,228,228,226,316,0,46,37749.12,20827.32,16921.8,91444.07,0.0,0.3839,310.76,0.5726,0.0051,51.54,73.31,311,54,500.0,500.0,0,0,,0.0,1682.1,FALSE,4.86,Portfolio forecast WAPE was 57.26% against realized demand. Lost 316 sales units across the portfolio. Carried 46 backlog units into next round.
calibrated,5,Beginner Boom,6,Team 01,Cash conservative,Premium Quality,497.35,497.35,81,119,119,117,379,0,5,20865.12,10258.08,10607.04,94246.69,0.0,0.2329,416.35,0.8371,0.005,26.32,45.25,263,31,750.0,750.0,0,0,,0.0,1099.88,FALSE,0.0,Portfolio forecast WAPE was 83.71% against realized demand. Lost 379 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,6,Team 02,Balanced S&OP,Sponsorship Growth,803.0,803.0,299,299,299,291,512,0,36,40802.0,29031.26,11770.74,120256.28,6000.0,0.3464,504.0,0.6276,0.0234,305.96,74.01,404,145,2500.0,2500.0,0,0,,132.0,5696.6,FALSE,0.0,"Portfolio forecast WAPE was 62.76% against realized demand. Lost 512 sales units across the portfolio. Carried 36 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,6,Team 03,Premium quality,Engineering Challenger,517.86,517.86,173,177,177,175,348,0,8,30996.0,19948.89,11047.11,102986.82,0.0,0.329,344.86,0.6659,0.005,39.38,47.58,372,113,3000.0,3000.0,0,1,,0.0,4327.9,FALSE,0.0,Portfolio forecast WAPE was 66.59% against realized demand. Lost 348 sales units across the portfolio. Carried 8 backlog units into next round.
calibrated,5,Beginner Boom,6,Team 04,Innovation leap,Low-Cost Volume,761.46,761.46,219,214,214,204,564,0,15,21835.8,24699.36,-2863.56,100617.44,42000.0,0.2601,542.46,0.7124,0.0429,394.05,42.29,506,127,9000.0,9000.0,0,1,,924.0,9707.41,TRUE,0.0,"Portfolio forecast WAPE was 71.24% against realized demand. Lost 564 sales units across the portfolio. Carried 15 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,6,Team 05,Aggressive growth,Community / Club,888.74,888.74,330,279,279,271,616,0,59,33396.44,28616.51,4779.93,78790.04,12000.0,0.2859,558.74,0.6287,0.0234,285.01,68.89,405,459,4000.0,4000.0,0,0,,264.0,14399.55,TRUE,0.0,"Portfolio forecast WAPE was 62.87% against realized demand. Lost 616 sales units across the portfolio. Carried 59 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,6,Team 06,Low-cost volume,Premium Quality,515.61,515.61,222,218,218,216,301,0,44,36251.52,20537.15,15714.37,107158.44,0.0,0.3846,293.61,0.5694,0.0066,63.95,68.99,316,82,500.0,500.0,0,0,,0.0,2624.0,FALSE,0.0,Portfolio forecast WAPE was 56.94% against realized demand. Lost 301 sales units across the portfolio. Carried 44 backlog units into next round.
calibrated,5,Beginner Boom,7,Team 01,Cash conservative,Premium Quality,670.89,670.89,78,114,114,112,558,0,5,19875.72,10017.86,9857.86,104104.55,0.0,0.1657,592.89,0.8837,0.005,25.2,43.35,263,15,750.0,750.0,0,0,,0.0,546.3,FALSE,0.0,Portfolio forecast WAPE was 88.37% against realized demand. Lost 558 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,7,Team 02,Balanced S&OP,Sponsorship Growth,1113.93,1113.93,289,289,289,281,832,0,35,39342.0,28912.9,10429.1,131685.38,7000.0,0.2444,824.93,0.7406,0.0246,311.47,69.3,417,179,2500.0,2500.0,0,0,,154.0,7128.84,FALSE,0.0,"Portfolio forecast WAPE was 74.06% against realized demand. Lost 832 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,7,Team 03,Premium quality,Engineering Challenger,342.12,342.12,91,93,93,92,258,0,0,14804.64,12746.2,2058.44,105045.26,0.0,0.2628,251.12,0.734,0.005,20.7,24.09,386,197,3000.0,3000.0,0,1,,0.0,7744.07,FALSE,0.0,Portfolio forecast WAPE was 73.40% against realized demand. Lost 258 sales units across the portfolio.
calibrated,5,Beginner Boom,7,Team 04,Innovation leap,Low-Cost Volume,666.02,666.02,86,84,84,79,578,0,9,10119.9,8126.16,1993.74,109611.18,49000.0,0.1186,580.02,0.8709,0.0533,189.56,16.18,519,246,0,0,1,1,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen",1078.0,14124.84,TRUE,0.0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 87.09% against realized demand. Lost 578 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,7,Team 05,Aggressive growth,Community / Club,1237.09,1237.09,323,273,273,265,971,0,58,32537.96,28929.14,3608.82,84398.86,14000.0,0.2045,914.09,0.7389,0.0243,289.72,65.47,417,549,4000.0,4000.0,0,0,,308.0,17565.33,TRUE,0.0,"Portfolio forecast WAPE was 73.89% against realized demand. Lost 971 sales units across the portfolio. Carried 58 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,7,Team 06,Low-cost volume,Premium Quality,687.97,687.97,214,210,210,208,480,0,43,34761.6,20401.69,14359.91,121518.35,0.0,0.2842,473.97,0.6889,0.0066,62.14,65.42,321,118,500.0,500.0,0,0,,0.0,3876.3,FALSE,0.0,Portfolio forecast WAPE was 68.89% against realized demand. Lost 480 sales units across the portfolio. Carried 43 backlog units into next round.
calibrated,5,Beginner Boom,8,Team 01,Cash conservative,Premium Quality,862.55,862.55,78,114,108,106,756,0,5,18804.72,9898.73,8905.99,113010.54,0.0,0.1222,784.55,0.9096,0.005,23.85,41.06,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 90.96% against realized demand. Lost 756 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,8,Team 02,Balanced S&OP,Sponsorship Growth,1432.81,1432.81,289,289,289,281,1150,0,35,39342.0,29575.48,9766.52,142451.9,8000.0,0.1914,1143.81,0.7983,0.0246,311.47,67.21,430,202,2500.0,2500.0,0,0,,176.0,8235.66,FALSE,0.0,"Portfolio forecast WAPE was 79.83% against realized demand. Lost 1150 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,8,Team 03,Premium quality,Engineering Challenger,0.0,0.0,0,0,0,0,0,0,0,0.0,4008.0,-4008.0,101037.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400,290,3000.0,3000.0,0,0,,0.0,11695.7,FALSE,4.91,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,5,Beginner Boom,8,Team 04,Innovation leap,Low-Cost Volume,804.34,804.34,86,84,84,80,724,0,9,10248.0,8368.44,1879.56,118490.74,56000.0,0.0984,718.34,0.8931,0.0433,155.96,15.79,532,242,0.0,0.0,0,0,,1232.0,15236.5,TRUE,0.0,"Portfolio forecast WAPE was 89.31% against realized demand. Lost 724 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,8,Team 05,Aggressive growth,Community / Club,1589.8,1589.8,323,273,273,265,1323,0,58,32537.96,29677.0,2860.96,89259.82,16000.0,0.1608,1266.8,0.7968,0.0243,289.72,63.64,429,631,4000.0,4000.0,0,0,,352.0,20635.9,TRUE,0.0,"Portfolio forecast WAPE was 79.68% against realized demand. Lost 1323 sales units across the portfolio. Carried 58 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,8,Team 06,Low-cost volume,Premium Quality,884.5,884.5,214,210,210,208,676,0,43,34761.6,20903.77,13857.83,135376.18,0.0,0.2243,670.5,0.7581,0.0066,62.14,64.42,326,143,500.0,500.0,0,0,,0.0,4817.67,FALSE,0.0,Portfolio forecast WAPE was 75.81% against realized demand. Lost 676 sales units across the portfolio. Carried 43 backlog units into next round.
calibrated,5,Beginner Boom,9,Team 01,Cash conservative,Premium Quality,838.76,838.76,78,114,93,91,747,0,5,16146.6,9325.49,6821.11,119831.65,0.0,0.1079,760.76,0.907,0.005,20.48,35.36,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 90.70% against realized demand. Lost 747 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,9,Team 02,Balanced S&OP,Sponsorship Growth,1394.36,1394.36,289,289,289,281,1112,0,35,39342.0,30239.29,9102.71,152554.61,9000.0,0.1966,1105.36,0.7927,0.0246,311.47,65.24,443,225,2500.0,2500.0,0,0,,198.0,9384.75,FALSE,0.0,"Portfolio forecast WAPE was 79.27% against realized demand. Lost 1112 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,9,Team 03,Premium quality,Engineering Challenger,0.0,0.0,0,0,0,0,0,0,0,0.0,4008.0,-4008.0,97029.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,414,290,3000.0,3000.0,0,0,,0.0,11988.6,FALSE,9.82,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,5,Beginner Boom,9,Team 04,Innovation leap,Low-Cost Volume,848.24,848.24,86,84,84,80,768,0,9,10248.0,17629.12,-7381.12,118109.62,63000.0,0.0933,762.24,0.8986,0.0393,141.56,15.41,545,238,9000.0,9000.0,0,0,,1386.0,16340.1,TRUE,0.0,"Portfolio forecast WAPE was 89.86% against realized demand. Lost 768 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,9,Team 05,Aggressive growth,Community / Club,1830.75,1830.75,323,273,273,264,1542,0,58,32394.88,26471.0,5923.88,97183.7,18000.0,0.1414,1507.75,0.8236,0.0281,334.06,61.9,441,713,0,0,1,1,"Launched Team 05 NextGen into slot C, replacing Club Spin",396.0,23826.19,TRUE,0.0,"Launched Team 05 NextGen into slot C, replacing Club Spin Portfolio forecast WAPE was 82.36% against realized demand. Lost 1542 sales units across the portfolio. Carried 58 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,9,Team 06,Low-cost volume,Premium Quality,859.9,859.9,214,210,210,208,651,0,43,34761.6,21392.12,13369.48,148745.66,0.0,0.2304,645.9,0.7511,0.0066,62.14,63.44,331,160,500.0,500.0,0,0,,0.0,5526.4,FALSE,0.0,Portfolio forecast WAPE was 75.11% against realized demand. Lost 651 sales units across the portfolio. Carried 43 backlog units into next round.
calibrated,5,Beginner Boom,10,Team 01,Cash conservative,Premium Quality,822.9,822.9,78,114,93,91,731,0,5,16146.6,9519.86,6626.74,126458.39,0.0,0.1099,744.9,0.9052,0.005,20.48,35.36,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 90.52% against realized demand. Lost 731 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,10,Team 02,Balanced S&OP,Sponsorship Growth,1369.04,1369.04,289,289,289,281,1086,0,35,39342.0,30902.87,8439.13,161993.74,10000.0,0.2001,1080.04,0.7889,0.0246,311.47,63.38,456,248,2500.0,2500.0,0,0,,220.0,10571.84,FALSE,0.0,"Portfolio forecast WAPE was 78.89% against realized demand. Lost 1086 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,10,Team 03,Premium quality,Engineering Challenger,0.0,0.0,0,0,0,0,0,0,0,0.0,4008.0,-4008.0,93021.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,428,290,3000.0,3000.0,0,0,,0.0,12281.5,FALSE,14.73,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,5,Beginner Boom,10,Team 04,Innovation leap,Low-Cost Volume,824.75,824.75,86,84,84,79,736,0,9,10119.9,8952.16,1167.74,126277.36,70000.0,0.0958,738.75,0.8957,0.0533,189.56,15.05,558,234,0,0,1,1,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen",1540.0,17440.44,TRUE,0.0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 89.57% against realized demand. Lost 736 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,10,Team 05,Aggressive growth,Community / Club,1750.66,1750.66,330,279,279,271,1477,0,59,33396.44,27680.46,5715.98,104899.68,20000.0,0.1498,1420.66,0.8115,0.0255,311.65,61.59,453,789,0.0,0.0,0,0,,440.0,26946.15,TRUE,0.0,"Portfolio forecast WAPE was 81.15% against realized demand. Lost 1477 sales units across the portfolio. Carried 59 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,10,Team 06,Low-cost volume,Premium Quality,843.65,843.65,214,210,210,208,634,0,43,34761.6,21880.47,12881.13,161626.79,0.0,0.2346,629.65,0.7463,0.0066,62.14,62.5,336,177,500.0,500.0,0,0,,0.0,6264.03,FALSE,0.0,Portfolio forecast WAPE was 74.63% against realized demand. Lost 634 sales units across the portfolio. Carried 43 backlog units into next round.
calibrated,5,Beginner Boom,11,Team 01,Cash conservative,Premium Quality,806.81,806.81,78,114,93,91,714,0,5,16146.6,9714.67,6431.93,132890.32,0.0,0.1121,728.81,0.9033,0.005,20.48,35.36,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 90.33% against realized demand. Lost 714 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,11,Team 02,Balanced S&OP,Sponsorship Growth,1345.0,1345.0,289,289,289,281,1063,0,35,39342.0,31567.78,7774.22,170767.96,11000.0,0.2036,1056.0,0.7851,0.0246,311.47,61.62,469,271,2500.0,2500.0,0,0,,242.0,11801.66,FALSE,0.0,"Portfolio forecast WAPE was 78.51% against realized demand. Lost 1063 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,11,Team 03,Premium quality,Engineering Challenger,576.24,576.24,0,0,0,0,576,0,0,0.0,1008.0,-1008.0,92013.26,0.0,0.0,576.24,1.0,0.0124,0.0,0.0,442,290,0,0,1,0,Launched Team 03 NextGen into slot C,0.0,12577.3,FALSE,0.0,Launched Team 03 NextGen into slot C Portfolio forecast WAPE was 100.00% against realized demand. Lost 576 sales units across the portfolio.
calibrated,5,Beginner Boom,11,Team 04,Innovation leap,Low-Cost Volume,761.17,761.17,86,84,84,80,681,0,9,10248.0,9194.44,1053.56,134330.92,77000.0,0.1039,675.17,0.887,0.0433,155.96,14.71,571,230,0.0,0.0,0,0,,1694.0,18535.1,TRUE,0.0,"Portfolio forecast WAPE was 88.70% against realized demand. Lost 681 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,11,Team 05,Aggressive growth,Community / Club,1778.1,1778.1,330,279,279,271,1505,0,59,33396.44,32430.66,965.78,107865.46,22000.0,0.1475,1448.1,0.8144,0.0244,298.33,60.0,465,873,4000.0,4000.0,0,0,,484.0,30432.84,TRUE,0.0,"Portfolio forecast WAPE was 81.44% against realized demand. Lost 1505 sales units across the portfolio. Carried 59 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,11,Team 06,Low-cost volume,Premium Quality,826.7,826.7,214,210,210,208,618,0,43,34761.6,22366.55,12395.05,174021.84,0.0,0.2392,612.7,0.7411,0.0066,62.14,61.58,341,194,500.0,500.0,0,0,,0.0,7028.62,FALSE,0.0,Portfolio forecast WAPE was 74.11% against realized demand. Lost 618 sales units across the portfolio. Carried 43 backlog units into next round.
calibrated,5,Beginner Boom,12,Team 01,Cash conservative,Premium Quality,941.52,941.52,78,114,93,91,850,0,5,16146.6,9909.04,6237.56,139127.88,0.0,0.0961,863.52,0.9172,0.005,20.48,35.36,263,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 91.72% against realized demand. Lost 850 sales units across the portfolio. Carried 5 backlog units into next round.
calibrated,5,Beginner Boom,12,Team 02,Balanced S&OP,Sponsorship Growth,1570.33,1570.33,289,289,289,281,1287,0,35,39342.0,32229.57,7112.43,178880.39,12000.0,0.175,1281.33,0.816,0.0246,311.47,59.96,482,294,2500.0,2500.0,0,0,,264.0,13069.02,TRUE,0.0,"Portfolio forecast WAPE was 81.60% against realized demand. Lost 1287 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
