experiment_mode,scenario_id,scenario_name,round,team_name,strategy_archetype,operating_archetype,demand,actual_demand,forecast,planned_production,actual_production,units_sold,lost_sales,inventory,backlog,revenue,cost,profit,cash,debt,service_level,forecast_error,forecast_wape,defects,warranty_cost,capacity_used,effective_capacity,raw_material_inventory_end,innovation_investment,npd_investment,launched_products,retired_products,launch_events,interest_expense,working_capital_requirement,liquidity_stress,reputation,notes
calibrated,5,Beginner Boom,2,Team 02,Balanced S&OP,Engineering Challenger,345.25,345.25,200,200,200,198,147,0,24,32617.0,19338.91,13278.09,56176.38,2000.0,0.5362,145.25,0.4207,0.005,44.55,62.7,319,106,2500.0,2500.0,0,0,,44.0,3518.16,FALSE,44.71,"Portfolio forecast WAPE was 42.07% against realized demand. Lost 147 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,2,Team 03,Premium quality,Premium Quality,330.31,330.31,180,184,184,182,148,0,14,34192.8,19626.49,14566.31,55125.97,0.0,0.5286,150.31,0.4551,0.005,40.95,65.02,283,76,3000.0,3000.0,0,0,,0.0,2736.0,FALSE,50.84,Portfolio forecast WAPE was 45.51% against realized demand. Lost 148 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,2,Team 04,Innovation leap,Engineering Challenger,338.63,338.63,180,176,176,174,163,0,18,30088.8,23682.33,6406.47,54451.96,14000.0,0.4879,158.63,0.4684,0.005,39.15,56.23,313,105,9000.0,9000.0,0,0,,308.0,5487.3,TRUE,39.66,"Portfolio forecast WAPE was 46.84% against realized demand. Lost 163 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,2,Team 05,Aggressive growth,Sponsorship Growth,498.12,498.12,402,341,341,330,167,0,72,45274.04,34290.62,10983.42,54077.66,4000.0,0.5788,96.12,0.193,0.0279,415.04,89.5,381,102,4000.0,4000.0,0,0,,88.0,3573.3,FALSE,46.67,"Portfolio forecast WAPE was 19.30% against realized demand. Lost 167 sales units across the portfolio. Carried 72 backlog units into next round. Used $2,000.00 of planned borrowing."
calibrated,5,Beginner Boom,2,Team 06,Low-cost volume,Low-Cost Volume,461.54,461.54,459,450,0,29,384,0,92,2728.32,11905.78,-9177.46,29740.37,0.0,0.0573,2.54,0.196,0.1744,73.14,0.0,478,0,500.0,500.0,0,0,,0.0,0.0,FALSE,2.07,Portfolio forecast WAPE was 19.60% against realized demand. Lost 384 sales units across the portfolio. Carried 92 backlog units into next round.
calibrated,5,Beginner Boom,3,Team 01,Cash conservative,Community / Club,669.97,669.97,115,170,170,165,504,0,7,21071.16,10507.6,10563.56,55296.1,0.0,0.2437,554.97,0.8284,0.0188,139.16,56.11,303,68,750.0,750.0,0,0,,0.0,1734.0,FALSE,3.53,Portfolio forecast WAPE was 82.84% against realized demand. Lost 504 sales units across the portfolio. Carried 7 backlog units into next round.
calibrated,5,Beginner Boom,3,Team 02,Balanced S&OP,Engineering Challenger,434.47,434.47,200,200,200,198,236,0,24,32617.0,19814.21,12802.79,69979.17,3000.0,0.4319,234.47,0.5397,0.005,44.55,60.42,331,122,2500.0,2500.0,0,0,,66.0,4263.72,FALSE,31.58,"Portfolio forecast WAPE was 53.97% against realized demand. Lost 236 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,3,Team 03,Premium quality,Premium Quality,413.71,413.71,180,184,184,182,230,0,14,34192.8,20039.52,14153.28,69279.25,0.0,0.4255,233.71,0.5649,0.005,40.95,62.16,296,76,3000.0,3000.0,0,0,,0.0,2817.32,FALSE,37.37,Portfolio forecast WAPE was 56.49% against realized demand. Lost 230 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,3,Team 04,Innovation leap,Engineering Challenger,423.26,423.26,180,176,176,174,248,0,18,30088.8,24176.65,5912.15,67364.11,21000.0,0.3943,243.26,0.5747,0.005,39.15,54.66,322,96,9000.0,9000.0,0,0,,462.0,6338.16,TRUE,24.5,"Portfolio forecast WAPE was 57.47% against realized demand. Lost 248 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,3,Team 05,Aggressive growth,Sponsorship Growth,640.05,640.05,402,341,341,330,309,0,72,45274.04,35320.68,9953.36,66031.02,6000.0,0.4635,238.05,0.3719,0.0274,407.03,86.55,394,204,4000.0,4000.0,0,0,,132.0,7022.04,FALSE,32.61,"Portfolio forecast WAPE was 37.19% against realized demand. Lost 309 sales units across the portfolio. Carried 72 backlog units into next round. Used $2,000.00 of planned borrowing."
calibrated,5,Beginner Boom,3,Team 06,Low-cost volume,Low-Cost Volume,611.52,611.52,459,450,450,423,187,0,92,40645.44,28063.42,12582.02,42322.39,0.0,0.6013,152.52,0.2494,0.0575,1093.74,92.59,486,36,500.0,500.0,0,0,,0.0,750.24,FALSE,0.0,Portfolio forecast WAPE was 24.94% against realized demand. Lost 187 sales units across the portfolio. Carried 92 backlog units into next round.
calibrated,5,Beginner Boom,4,Team 01,Cash conservative,Community / Club,688.46,688.46,112,165,165,160,527,0,7,20550.96,10432.04,10118.92,65415.02,0.0,0.2301,576.46,0.8373,0.0191,137.38,54.46,303,42,750.0,750.0,0,0,,0.0,1101.66,FALSE,0.0,Portfolio forecast WAPE was 83.73% against realized demand. Lost 527 sales units across the portfolio. Carried 7 backlog units into next round.
calibrated,5,Beginner Boom,4,Team 02,Balanced S&OP,Engineering Challenger,474.2,474.2,200,200,200,198,276,0,24,32617.0,20289.51,12327.49,83306.66,4000.0,0.3974,274.2,0.5782,0.005,44.55,58.31,343,138,2500.0,2500.0,0,0,,88.0,5038.08,FALSE,17.3,"Portfolio forecast WAPE was 57.82% against realized demand. Lost 276 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,4,Team 03,Premium quality,Premium Quality,453.79,453.79,180,184,184,182,271,0,14,34192.8,20451.68,13741.12,83020.37,0.0,0.3891,273.79,0.6033,0.005,40.95,59.55,309,76,3000.0,3000.0,0,0,,0.0,2898.64,FALSE,22.67,Portfolio forecast WAPE was 60.33% against realized demand. Lost 271 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,4,Team 04,Innovation leap,Engineering Challenger,723.1,723.1,180,176,176,174,548,0,18,30088.8,15672.64,14416.16,88780.27,28000.0,0.2348,543.1,0.7511,0.0051,39.15,53.17,331,87,0,0,1,0,Launched Team 04 Innovation leap Project into slot C,616.0,7172.79,TRUE,4.08,"Launched Team 04 Innovation leap Project into slot C Portfolio forecast WAPE was 75.11% against realized demand. Lost 548 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,4,Team 05,Aggressive growth,Sponsorship Growth,729.2,729.2,402,341,341,330,397,0,72,45274.04,36330.46,8943.58,76974.6,8000.0,0.4119,327.2,0.4487,0.0256,379.67,83.78,407,306,4000.0,4000.0,0,0,,176.0,10646.22,FALSE,17.02,"Portfolio forecast WAPE was 44.87% against realized demand. Lost 397 sales units across the portfolio. Carried 72 backlog units into next round. Used $2,000.00 of planned borrowing."
calibrated,5,Beginner Boom,4,Team 06,Low-cost volume,Low-Cost Volume,673.25,673.25,446,437,437,410,265,0,89,39422.4,28107.07,11315.33,53637.72,0.0,0.5358,227.25,0.3375,0.058,1070.5,88.46,494,85,500.0,500.0,0,0,,0.0,1822.4,FALSE,0.0,Portfolio forecast WAPE was 33.75% against realized demand. Lost 265 sales units across the portfolio. Carried 89 backlog units into next round.
calibrated,5,Beginner Boom,5,Team 01,Cash conservative,Community / Club,683.31,683.31,109,160,160,155,527,0,7,19877.76,10345.43,9532.33,74947.35,0.0,0.2245,574.31,0.8405,0.0203,141.65,52.81,303,17,750.0,750.0,0,0,,0.0,458.32,FALSE,0.0,Portfolio forecast WAPE was 84.05% against realized demand. Lost 527 sales units across the portfolio. Carried 7 backlog units into next round.
calibrated,5,Beginner Boom,5,Team 02,Balanced S&OP,Engineering Challenger,493.48,493.48,200,200,200,198,294,0,24,32617.0,20765.71,11851.29,96157.95,5000.0,0.3826,293.48,0.5947,0.005,44.55,56.34,355,154,2500.0,2500.0,0,0,,110.0,5841.24,FALSE,2.58,"Portfolio forecast WAPE was 59.47% against realized demand. Lost 294 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,5,Team 03,Premium quality,Premium Quality,470.99,470.99,180,184,184,182,288,0,14,34192.8,20862.0,13330.8,96351.17,0.0,0.3753,290.99,0.6178,0.005,40.95,57.14,322,76,3000.0,3000.0,0,0,,0.0,2979.2,FALSE,7.53,Portfolio forecast WAPE was 61.78% against realized demand. Lost 288 sales units across the portfolio. Carried 14 backlog units into next round.
calibrated,5,Beginner Boom,5,Team 04,Innovation leap,Engineering Challenger,761.78,761.78,221,216,216,213,543,0,22,34675.2,19414.04,15261.16,111041.43,35000.0,0.2732,540.78,0.7099,0.0063,60.64,63.53,340,38,0.0,0.0,0,0,,770.0,6584.56,TRUE,0.0,"Portfolio forecast WAPE was 70.99% against realized demand. Lost 543 sales units across the portfolio. Carried 22 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,5,Team 05,Aggressive growth,Sponsorship Growth,700.1,700.1,391,331,331,320,381,0,70,44254.84,36545.87,7708.97,86683.57,10000.0,0.4145,309.1,0.4415,0.0264,380.79,78.81,420,418,4000.0,4000.0,0,0,,220.0,14763.14,TRUE,0.65,"Portfolio forecast WAPE was 44.15% against realized demand. Lost 381 sales units across the portfolio. Carried 70 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,5,Team 06,Low-cost volume,Low-Cost Volume,725.35,725.35,446,437,437,410,313,0,89,39422.4,28876.8,10545.6,64183.32,0.0,0.5035,279.35,0.3851,0.058,1070.5,87.05,502,134,500.0,500.0,0,0,,0.0,2953.36,FALSE,0.0,Portfolio forecast WAPE was 38.51% against realized demand. Lost 313 sales units across the portfolio. Carried 89 backlog units into next round.
calibrated,5,Beginner Boom,6,Team 01,Cash conservative,Community / Club,746.52,746.52,109,160,148,143,601,0,7,18341.64,10101.27,8240.37,83187.72,0.0,0.1898,637.52,0.854,0.0203,130.62,48.84,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 85.40% against realized demand. Lost 601 sales units across the portfolio. Carried 7 backlog units into next round.
calibrated,5,Beginner Boom,6,Team 02,Balanced S&OP,Engineering Challenger,459.18,459.18,193,193,193,191,268,0,23,31329.0,20638.63,10690.37,107848.32,6000.0,0.3953,266.18,0.5797,0.005,42.98,52.59,367,177,2500.0,2500.0,0,0,,132.0,6909.15,FALSE,0.0,"Portfolio forecast WAPE was 57.97% against realized demand. Lost 268 sales units across the portfolio. Carried 23 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,6,Team 03,Premium quality,Premium Quality,436.07,436.07,172,176,176,174,266,0,9,32844.96,20517.78,12327.18,108678.35,0.0,0.3866,264.07,0.6056,0.005,39.15,52.54,335,84,3000.0,3000.0,0,1,,0.0,3382.68,FALSE,0.0,Portfolio forecast WAPE was 60.56% against realized demand. Lost 266 sales units across the portfolio. Carried 9 backlog units into next round.
calibrated,5,Beginner Boom,6,Team 04,Innovation leap,Engineering Challenger,802.48,802.48,214,210,210,207,599,0,17,33516.0,28469.69,5046.31,123087.74,42000.0,0.2511,588.48,0.7333,0.005,46.58,60.17,349,33,9000.0,9000.0,0,1,,924.0,7490.64,TRUE,0.0,"Portfolio forecast WAPE was 73.33% against realized demand. Lost 599 sales units across the portfolio. Carried 17 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,6,Team 05,Aggressive growth,Sponsorship Growth,785.53,785.53,381,323,323,311,455,0,69,42757.4,32948.16,9809.24,98492.81,12000.0,0.3718,404.53,0.515,0.0313,437.85,74.6,433,525,0,0,1,1,"Launched Team 05 Aggressive growth Project into slot C, replacing Court Wave",264.0,18915.0,TRUE,0.0,"Launched Team 05 Aggressive growth Project into slot C, replacing Court Wave Portfolio forecast WAPE was 51.50% against realized demand. Lost 455 sales units across the portfolio. Carried 69 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,6,Team 06,Low-cost volume,Low-Cost Volume,754.2,754.2,431,423,423,396,360,0,86,38226.24,28814.88,9411.36,73594.68,0.0,0.4696,323.2,0.4285,0.0592,1054.9,82.94,510,183,500.0,500.0,0,0,,0.0,4141.29,FALSE,0.0,Portfolio forecast WAPE was 42.85% against realized demand. Lost 360 sales units across the portfolio. Carried 86 backlog units into next round.
calibrated,5,Beginner Boom,7,Team 01,Cash conservative,Community / Club,1004.55,1004.55,107,157,131,126,878,0,6,16105.8,9613.91,6491.89,89679.61,0.0,0.1246,897.55,0.8935,0.0212,120.29,43.23,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 89.35% against realized demand. Lost 878 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,5,Beginner Boom,7,Team 02,Balanced S&OP,Engineering Challenger,589.24,589.24,184,184,184,182,407,0,22,29988.0,20367.66,9620.34,118468.66,7000.0,0.2973,405.24,0.6877,0.005,40.95,48.55,379,201,2500.0,2500.0,0,0,,154.0,8054.85,FALSE,0.0,"Portfolio forecast WAPE was 68.77% against realized demand. Lost 407 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,7,Team 03,Premium quality,Premium Quality,282.48,282.48,78,80,80,79,212,0,0,16552.08,11968.98,4583.1,113261.45,0.0,0.271,204.48,0.7239,0.005,17.78,22.99,348,180,3000.0,3000.0,0,1,,0.0,7439.4,FALSE,0.0,Portfolio forecast WAPE was 72.39% against realized demand. Lost 212 sales units across the portfolio.
calibrated,5,Beginner Boom,7,Team 04,Innovation leap,Engineering Challenger,793.45,793.45,132,129,129,127,662,0,9,18354.0,13100.01,5253.99,135341.73,49000.0,0.1591,661.45,0.8336,0.0091,51.82,36.03,358,104,0,0,1,2,"Launched Team 04 Innovation leap Project into slot C, replacing Team 04 Innovation leap Project",1078.0,11201.12,TRUE,0.0,"Launched Team 04 Innovation leap Project into slot C, replacing Team 04 Innovation leap Project Portfolio forecast WAPE was 83.36% against realized demand. Lost 662 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,7,Team 05,Aggressive growth,Sponsorship Growth,1034.08,1034.08,379,322,322,310,723,0,68,42202.72,33814.03,8388.69,108881.5,14000.0,0.281,655.08,0.6335,0.0294,410.19,72.2,446,623,0.0,0.0,0,0,,308.0,22945.58,TRUE,0.0,"Portfolio forecast WAPE was 63.35% against realized demand. Lost 723 sales units across the portfolio. Carried 68 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,7,Team 06,Low-cost volume,Low-Cost Volume,1014.18,1014.18,423,415,415,389,624,0,85,37406.4,29093.56,8312.84,81907.52,0.0,0.3536,591.18,0.5829,0.06,1049.96,80.12,518,240,500.0,500.0,0,0,,0.0,5575.2,FALSE,0.0,Portfolio forecast WAPE was 58.29% against realized demand. Lost 624 sales units across the portfolio. Carried 85 backlog units into next round.
calibrated,5,Beginner Boom,8,Team 01,Cash conservative,Community / Club,1344.86,1344.86,107,157,129,124,1219,0,6,15867.12,9748.09,6119.03,95798.64,0.0,0.0918,1237.86,0.9204,0.0212,118.23,42.57,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 92.04% against realized demand. Lost 1219 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,5,Beginner Boom,8,Team 02,Balanced S&OP,Engineering Challenger,791.31,791.31,184,184,184,182,608,0,22,29988.0,20809.35,9178.65,128647.31,8000.0,0.2238,607.31,0.7675,0.005,40.95,47.06,391,216,2500.0,2500.0,0,0,,176.0,8922.0,FALSE,0.0,"Portfolio forecast WAPE was 76.75% against realized demand. Lost 608 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,8,Team 03,Premium quality,Premium Quality,0.0,0.0,0,0,0,0,0,0,0,0.0,3936.0,-3936.0,109325.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,361,260,3000.0,3000.0,0,0,,0.0,11024.0,FALSE,4.91,Portfolio forecast WAPE was 0.00% against realized demand.
calibrated,5,Beginner Boom,8,Team 04,Innovation leap,Engineering Challenger,640.39,640.39,41,40,40,39,606,0,4,4586.4,5828.49,-1242.09,141099.64,56000.0,0.0601,599.39,0.936,0.0082,14.47,10.9,367,187,0.0,0.0,0,0,,1232.0,15504.13,TRUE,0.0,"Portfolio forecast WAPE was 93.60% against realized demand. Lost 606 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,8,Team 05,Aggressive growth,Sponsorship Growth,1442.04,1442.04,379,322,322,311,1129,0,68,42304.64,38781.41,3523.23,114404.73,16000.0,0.206,1063.04,0.7372,0.0279,391.02,70.15,459,720,4000.0,4000.0,0,0,,352.0,27110.4,TRUE,0.0,"Portfolio forecast WAPE was 73.72% against realized demand. Lost 1129 sales units across the portfolio. Carried 68 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,8,Team 06,Low-cost volume,Low-Cost Volume,1355.41,1355.41,423,415,415,389,965,0,85,37406.4,29819.04,7587.36,89494.88,0.0,0.2701,932.41,0.6879,0.06,1049.96,78.9,526,282,500.0,500.0,0,0,,0.0,6720.06,FALSE,0.0,Portfolio forecast WAPE was 68.79% against realized demand. Lost 965 sales units across the portfolio. Carried 85 backlog units into next round.
calibrated,5,Beginner Boom,9,Team 01,Cash conservative,Community / Club,1267.21,1267.21,107,157,129,124,1142,0,6,15867.12,9958.69,5908.43,101707.07,0.0,0.0974,1160.21,0.9156,0.0212,118.23,42.57,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 91.56% against realized demand. Lost 1142 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,5,Beginner Boom,9,Team 02,Balanced S&OP,Engineering Challenger,743.33,743.33,184,184,184,182,560,0,22,29988.0,21250.21,8737.79,138385.1,9000.0,0.2378,559.33,0.7525,0.005,40.95,45.66,403,231,2500.0,2500.0,0,0,,198.0,9816.15,TRUE,0.0,"Portfolio forecast WAPE was 75.25% against realized demand. Lost 560 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,9,Team 03,Premium quality,Premium Quality,473.37,473.37,0,0,0,0,473,0,0,0.0,936.0,-936.0,108389.45,0.0,0.0,473.37,1.0,0.007,0.0,0.0,374,260,0,0,1,0,Launched Team 03 Premium quality Project into slot C,0.0,11299.6,FALSE,0.0,Launched Team 03 Premium quality Project into slot C Portfolio forecast WAPE was 100.00% against realized demand. Lost 473 sales units across the portfolio.
calibrated,5,Beginner Boom,9,Team 04,Innovation leap,Engineering Challenger,658.99,658.99,41,40,40,39,619,0,4,4586.4,15057.3,-10470.9,137628.74,63000.0,0.0588,617.99,0.9378,0.005,8.78,10.64,376,185,9000.0,9000.0,0,0,,1386.0,16653.9,TRUE,0.0,"Portfolio forecast WAPE was 93.78% against realized demand. Lost 619 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,9,Team 05,Aggressive growth,Sponsorship Growth,1345.28,1345.28,379,322,322,309,999,0,68,42100.8,35838.85,6261.95,122666.68,18000.0,0.2242,966.28,0.7183,0.0331,459.51,68.22,472,817,0,0,1,1,"Launched Team 05 Aggressive growth Project into slot C, replacing Team 05 Aggressive growth Project",396.0,31442.06,TRUE,0.0,"Launched Team 05 Aggressive growth Project into slot C, replacing Team 05 Aggressive growth Project Portfolio forecast WAPE was 71.83% against realized demand. Lost 999 sales units across the portfolio. Carried 68 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,9,Team 06,Low-cost volume,Low-Cost Volume,1283.82,1283.82,423,415,415,389,893,0,85,37406.4,30525.52,6880.88,96375.76,0.0,0.2842,860.82,0.6705,0.06,1049.96,77.72,534,315,500.0,500.0,0,0,,0.0,7695.45,FALSE,0.0,Portfolio forecast WAPE was 67.05% against realized demand. Lost 893 sales units across the portfolio. Carried 85 backlog units into next round.
calibrated,5,Beginner Boom,10,Team 01,Cash conservative,Community / Club,1140.8,1140.8,107,157,129,124,1016,0,6,15867.12,10168.96,5698.16,107405.23,0.0,0.1081,1033.8,0.9062,0.0212,118.23,42.57,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 90.62% against realized demand. Lost 1016 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,5,Beginner Boom,10,Team 02,Balanced S&OP,Engineering Challenger,1099.07,1099.07,184,184,184,182,916,0,22,29988.0,19190.89,10797.11,150182.21,10000.0,0.1623,915.07,0.8326,0.0051,40.95,44.34,415,246,0,0,1,0,Launched Team 02 Balanced S&OP Project into slot C,220.0,10737.3,TRUE,0.0,"Launched Team 02 Balanced S&OP Project into slot C Portfolio forecast WAPE was 83.26% against realized demand. Lost 916 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,10,Team 03,Premium quality,Premium Quality,454.31,454.31,36,37,37,36,415,0,3,5365.44,5187.44,178.0,108567.45,0.0,0.0792,418.31,0.9208,0.005,8.1,9.56,387,223,0.0,0.0,0,0,,0.0,9930.19,FALSE,0.0,Portfolio forecast WAPE was 92.08% against realized demand. Lost 415 sales units across the portfolio. Carried 3 backlog units into next round.
calibrated,5,Beginner Boom,10,Team 04,Innovation leap,Engineering Challenger,581.34,581.34,41,40,40,39,538,0,4,4586.4,6314.64,-1728.24,142900.5,70000.0,0.0671,540.34,0.9295,0.0182,32.02,10.39,385,183,0,0,1,1,"Launched Team 04 Innovation leap Project into slot C, replacing Team 04 Innovation leap Project",1540.0,17799.87,TRUE,0.0,"Launched Team 04 Innovation leap Project into slot C, replacing Team 04 Innovation leap Project Portfolio forecast WAPE was 92.95% against realized demand. Lost 538 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,10,Team 05,Aggressive growth,Sponsorship Growth,1176.65,1176.65,379,322,322,310,865,0,68,42202.72,36776.94,5425.78,130092.46,20000.0,0.2491,797.65,0.6779,0.0294,410.19,66.39,485,914,0.0,0.0,0,0,,440.0,35940.56,TRUE,0.0,"Portfolio forecast WAPE was 67.79% against realized demand. Lost 865 sales units across the portfolio. Carried 68 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,10,Team 06,Low-cost volume,Low-Cost Volume,1158.85,1158.85,423,415,415,389,769,0,85,37406.4,31232.97,6173.43,102549.19,0.0,0.3127,735.85,0.635,0.06,1049.96,76.57,542,348,500.0,500.0,0,0,,0.0,8710.44,FALSE,0.0,Portfolio forecast WAPE was 63.50% against realized demand. Lost 769 sales units across the portfolio. Carried 85 backlog units into next round.
calibrated,5,Beginner Boom,11,Team 01,Cash conservative,Community / Club,1221.71,1221.71,107,157,129,124,1096,0,6,15867.12,10380.33,5486.79,112892.02,0.0,0.101,1114.71,0.9124,0.0212,118.23,42.57,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 91.24% against realized demand. Lost 1096 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,5,Beginner Boom,11,Team 02,Balanced S&OP,Engineering Challenger,1219.06,1219.06,229,229,229,226,987,0,27,34916.0,23941.71,10974.29,162156.5,11000.0,0.1821,990.06,0.8122,0.0059,59.8,53.63,427,216,0.0,0.0,0,0,,242.0,9953.04,FALSE,0.0,"Portfolio forecast WAPE was 81.22% against realized demand. Lost 987 sales units across the portfolio. Carried 27 backlog units into next round. Used $1,000.00 of planned borrowing."
calibrated,5,Beginner Boom,11,Team 03,Premium quality,Premium Quality,526.24,526.24,36,37,37,36,490,0,3,5365.44,8272.17,-2906.73,105660.72,0.0,0.068,490.24,0.9316,0.005,8.1,9.25,400,223,3000.0,3000.0,0,0,,0.0,10166.57,FALSE,0.0,Portfolio forecast WAPE was 93.16% against realized demand. Lost 490 sales units across the portfolio. Carried 3 backlog units into next round.
calibrated,5,Beginner Boom,11,Team 04,Innovation leap,Engineering Challenger,586.49,586.49,41,40,40,39,547,0,4,4586.4,6531.97,-1945.57,147954.93,77000.0,0.066,545.49,0.9301,0.0082,14.47,10.15,394,181,0.0,0.0,0,0,,1694.0,18943.85,TRUE,0.0,"Portfolio forecast WAPE was 93.01% against realized demand. Lost 547 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,11,Team 05,Aggressive growth,Sponsorship Growth,1298.54,1298.54,379,322,322,309,953,0,68,42100.8,37817.0,4283.8,136376.26,22000.0,0.2321,919.54,0.7081,0.0331,459.51,64.66,498,1011,0,0,1,1,"Launched Team 05 Aggressive growth Project into slot C, replacing Team 05 Aggressive growth Project",484.0,40616.01,TRUE,0.0,"Launched Team 05 Aggressive growth Project into slot C, replacing Team 05 Aggressive growth Project Portfolio forecast WAPE was 70.81% against realized demand. Lost 953 sales units across the portfolio. Carried 68 backlog units into next round. Used $2,000.00 of planned borrowing. Liquidity stress flagged this round."
calibrated,5,Beginner Boom,11,Team 06,Low-cost volume,Low-Cost Volume,1241.96,1241.96,423,415,415,389,852,0,85,37406.4,31941.91,5464.49,108013.68,0.0,0.2932,818.96,0.6594,0.06,1049.96,75.45,550,381,500.0,500.0,0,0,,0.0,9765.03,FALSE,0.0,Portfolio forecast WAPE was 65.94% against realized demand. Lost 852 sales units across the portfolio. Carried 85 backlog units into next round.
calibrated,5,Beginner Boom,12,Team 01,Cash conservative,Community / Club,1432.23,1432.23,107,157,129,124,1307,0,6,15867.12,10590.93,5276.19,118168.21,0.0,0.0862,1325.23,0.9253,0.0212,118.23,42.57,303,0,750.0,750.0,0,0,,0.0,0.0,FALSE,0.0,Portfolio forecast WAPE was 92.53% against realized demand. Lost 1307 sales units across the portfolio. Carried 6 backlog units into next round.
calibrated,5,Beginner Boom,12,Team 02,Balanced S&OP,Engineering Challenger,1483.73,1483.73,229,229,229,226,1257,0,27,34916.0,26978.57,7937.43,171093.93,12000.0,0.1496,1254.73,0.8457,0.0051,51.88,52.16,439,234,2500.0,2500.0,0,0,,264.0,11005.56,FALSE,0.0,"Portfolio forecast WAPE was 84.57% against realized demand. Lost 1257 sales units across the portfolio. Carried 27 backlog units into next round. Used $1,000.00 of planned borrowing."
