round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
9,Team 03,Engineering Challenger,2,1,0,0,0,184,340.07,156.07,156.07,0.4589,180,164.77,184,184,403,45.66,43.12,0.005,182,340.07,182,158,22,0,309,0.5027,29988.0,8580.88,11184.32,618.0,40.95,220.0,864.0,2500.0,198.0,14674.08,1000.0,0.0,103053.49,9000.0,True,24206.15,5781.85,55.94,29.4,2.0,7.37,0,294,199,184,199,22,,"Portfolio forecast WAPE was 45.89% against realized demand. Lost 158 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 04,Low-Cost Volume,1,1,1,0,0,86,255.66,169.66,169.66,0.6636,184,128.1,84,84,545,15.41,34.06,0.0435,80,255.66,80,175,9,0,238,0.3023,10248.0,2724.8,3807.72,476.0,156.43,90.0,936.0,9000.0,1386.0,17556.28,7000.0,0.0,63597.24,63000.0,True,18576.95,-8328.95,44.49,0.0,1.67,0.0,0,242,80,84,80,9,,"Portfolio forecast WAPE was 66.36% against realized demand. Lost 175 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 05,Community / Club,3,1,0,0,0,191,461.19,270.19,270.19,0.5859,271,127.72,208,208,303,68.65,35.17,0.0257,200,461.19,200,260,11,0,100,0.4236,25544.88,6014.07,9611.07,200.0,231.26,110.0,0.0,750.0,0.0,3517.0,0.0,0.0,92774.58,0.0,False,16916.4,8628.48,48.44,0.0,1.67,27.78,0,137,171,208,171,11,,Portfolio forecast WAPE was 58.59% against realized demand. Lost 260 sales units across the portfolio. Carried 11 backlog units into next round.
9,Team 06,Premium Quality,2,1,1,0,0,257,357.36,100.36,100.36,0.2808,139,163.91,217,217,547,39.67,44.66,0.007,214,357.36,263,93,46,0,666,0.652,43107.84,12594.12,14504.17,1332.0,87.35,460.0,2232.0,4000.0,1980.0,43243.56,10000.0,0.0,134229.67,90000.0,True,37189.64,5918.2,60.54,67.37,2.0,8.79,49,601,282,217,282,46,,"Portfolio forecast WAPE was 28.08% against realized demand. Lost 93 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
10,Team 01,Premium Quality,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,387,0.0,52.2,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13572.0,0.0,0.0,80231.64,0.0,False,3936.0,-3936.0,0.0,73.35,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
10,Team 02,Sponsorship Growth,3,1,0,0,0,382,421.79,39.79,39.79,0.0943,141,121.75,353,353,619,57.03,38.45,0.0371,338,421.79,355,65,76,0,966,0.7132,43220.32,16841.1,20995.52,1932.0,596.24,760.0,2088.0,1500.0,770.0,42392.7,3500.0,0.0,35656.7,35000.0,True,45482.86,-2262.54,13.49,0.0,2.0,12.12,17,881,438,353,438,76,,"Portfolio forecast WAPE was 9.43% against realized demand. Lost 65 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
10,Team 03,Engineering Challenger,2,1,0,0,0,184,309.13,125.13,125.13,0.4048,148,164.77,184,184,415,44.34,44.01,0.005,182,309.13,182,126,22,0,125,0.5496,29988.0,8757.99,11394.91,250.0,40.95,220.0,864.0,2500.0,220.0,7001.25,1000.0,0.0,109793.64,10000.0,False,24247.85,5740.15,53.81,19.5,2.0,6.7,0,309,0,184,199,22,,"Portfolio forecast WAPE was 40.48% against realized demand. Lost 126 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
10,Team 04,Low-Cost Volume,1,0,0,1,1,86,237.48,151.48,151.48,0.6379,158,128.1,84,84,558,15.05,34.77,0.0533,79,237.48,79,149,9,0,234,0.3327,10119.9,2781.6,3880.8,468.0,189.56,90.0,936.0,0,1540.0,18636.18,7000.0,0.0,70831.18,70000.0,True,9885.96,233.94,41.37,0.0,1.67,0.0,0,238,80,84,80,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 63.79% against realized demand. Lost 149 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
10,Team 05,Community / Club,3,1,0,0,0,191,433.56,242.56,242.56,0.5595,346,127.45,208,100,303,33.0,35.9,0.0213,97,433.56,97,335,11,0,0,0.2182,12362.4,6138.9,4779.6,0.0,92.91,110.0,0.0,750.0,0.0,0.0,0.0,0.0,93265.57,0.0,False,11871.41,490.99,13.93,0.0,1.67,26.16,0,100,0,100,171,11,,Portfolio forecast WAPE was 55.95% against realized demand. Lost 335 sales units across the portfolio. Carried 11 backlog units into next round.
10,Team 06,Premium Quality,3,0,0,1,0,257,554.02,297.02,297.02,0.5361,383,167.07,217,217,578,37.54,45.59,0.0051,215,554.02,215,337,46,0,449,0.3583,35919.36,12856.38,14779.65,898.0,48.38,460.0,2232.0,0,2200.0,35469.91,10000.0,0.0,146674.62,100000.0,True,33474.41,2444.95,38.3,50.2,2.67,24.6,0,666,0,217,282,46,Launched Team 06 NextGen into slot C,"Launched Team 06 NextGen into slot C Portfolio forecast WAPE was 53.61% against realized demand. Lost 337 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 01,Premium Quality,1,0,0,1,0,0,208.66,208.66,208.66,1.0,208,0.0,0,0,400,0.0,53.26,0.013,0,208.66,0,208,0,0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0,0.0,13847.6,0.0,0.0,79295.64,0.0,False,936.0,-936.0,0.0,42.51,2.67,0.0,0,260,0,0,0,0,Launched Team 01 NextGen into slot C,Launched Team 01 NextGen into slot C Portfolio forecast WAPE was 100.00% against realized demand. Lost 208 sales units across the portfolio.
11,Team 02,Sponsorship Growth,3,1,0,0,0,382,400.98,18.98,22.92,0.0572,138,123.27,353,353,648,54.48,39.23,0.0371,338,400.98,338,62,76,0,613,0.7086,41664.48,17182.74,21407.45,1226.0,564.33,760.0,2088.0,1500.0,847.0,29822.99,3500.0,0.0,35245.66,38500.0,True,45575.52,-3911.04,7.43,0.0,2.0,11.54,0,966,0,353,438,76,,"Portfolio forecast WAPE was 5.72% against realized demand. Lost 62 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 03,Engineering Challenger,2,1,0,0,0,184,286.92,102.92,102.92,0.3587,126,164.77,184,184,427,43.09,44.91,0.005,182,286.92,182,104,22,0,339,0.5891,29988.0,8937.09,11604.49,678.0,40.95,220.0,864.0,2500.0,242.0,16874.49,1000.0,0.0,115695.11,11000.0,True,25086.53,4901.47,51.68,10.28,2.0,6.22,0,125,398,184,199,22,,"Portfolio forecast WAPE was 35.87% against realized demand. Lost 104 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 04,Low-Cost Volume,1,1,0,0,0,86,213.07,127.07,127.07,0.5964,142,128.1,84,84,571,14.71,35.48,0.0433,80,213.07,80,133,9,0,230,0.3602,10248.0,2838.4,3953.04,460.0,155.96,90.0,936.0,0.0,1694.0,19710.4,7000.0,0.0,77951.78,77000.0,True,10127.4,120.6,41.26,0.0,1.67,0.0,0,234,80,84,80,9,,"Portfolio forecast WAPE was 59.64% against realized demand. Lost 133 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 05,Community / Club,3,1,0,0,0,191,412.44,221.44,221.44,0.5369,219,127.75,208,208,303,68.65,36.63,0.0212,203,412.44,203,208,11,0,134,0.4794,25932.48,6263.73,9982.67,268.0,193.89,110.0,0.0,750.0,0.0,4908.42,0.0,0.0,101629.76,0.0,False,17568.29,8364.19,46.76,0.0,1.67,24.91,0,0,342,208,171,11,,Portfolio forecast WAPE was 53.69% against realized demand. Lost 208 sales units across the portfolio. Carried 11 backlog units into next round.
11,Team 06,Premium Quality,3,1,0,0,0,312,517.91,205.91,210.01,0.4055,301,160.97,264,264,609,43.35,46.52,0.0069,261,517.91,261,245,56,0,749,0.4628,42013.44,15956.36,18649.42,1498.0,80.72,560.0,2232.0,0.0,2420.0,51343.48,10000.0,0.0,157291.56,110000.0,True,41396.5,616.94,28.07,36.72,2.67,20.56,0,449,564,264,343,46,,"Portfolio forecast WAPE was 40.55% against realized demand. Lost 245 sales units across the portfolio. Carried 56 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 01,Premium Quality,1,1,0,0,0,36,213.51,177.51,177.51,0.8314,177,149.04,37,37,413,8.96,54.33,0.0067,36,213.51,36,174,3,0,223,0.1686,5365.44,2010.21,2539.68,446.0,10.83,30.0,936.0,0.0,0.0,12115.59,0.0,0.0,78688.36,0.0,False,5972.72,-607.28,22.35,18.48,2.67,0.0,0,260,0,37,37,0,,Portfolio forecast WAPE was 83.14% against realized demand. Lost 174 sales units across the portfolio. Carried 3 backlog units into next round.
12,Team 02,Sponsorship Growth,3,1,0,0,0,382,413.59,31.59,31.59,0.0764,151,123.25,353,353,677,52.14,40.02,0.0425,337,413.59,337,75,76,0,1136,0.6883,41536.0,17528.76,21818.43,2272.0,644.48,760.0,2088.0,1500.0,924.0,51762.72,3500.0,0.0,32745.99,42000.0,True,47535.67,-5999.67,4.58,0.0,2.0,11.91,0,613,876,353,438,76,,"Portfolio forecast WAPE was 7.64% against realized demand. Lost 75 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 03,Engineering Challenger,2,1,0,0,0,184,292.16,108.16,108.16,0.3702,131,164.77,184,184,439,41.91,45.81,0.005,182,292.16,182,109,22,0,354,0.5793,29988.0,9116.19,11815.08,708.0,40.95,220.0,864.0,2500.0,264.0,18016.74,1000.0,0.0,121154.89,12000.0,True,25528.22,4459.78,49.54,0.72,2.0,6.34,0,339,199,184,199,22,,"Portfolio forecast WAPE was 37.02% against realized demand. Lost 109 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 04,Low-Cost Volume,1,1,1,0,0,86,239.04,153.04,153.04,0.6402,168,128.1,84,84,584,14.38,36.19,0.0435,80,239.04,80,159,9,0,226,0.3225,10248.0,2895.2,4026.12,452.0,156.43,90.0,936.0,9000.0,1848.0,20778.94,7000.0,0.0,75796.03,84000.0,True,19403.75,-9155.75,39.63,0.0,1.67,0.0,0,230,80,84,80,9,,"Portfolio forecast WAPE was 64.02% against realized demand. Lost 159 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 05,Community / Club,3,1,0,0,0,191,425.75,234.75,234.75,0.5514,236,127.72,208,208,303,68.65,37.37,0.0257,200,425.75,200,225,11,0,97,0.4579,25544.88,6390.27,10168.32,193.99,231.26,110.0,0.0,750.0,0.0,3624.89,0.0,0.0,109330.8,0.0,False,17843.84,7701.04,43.78,0.0,1.67,25.73,0,134,171,208,171,11,,Portfolio forecast WAPE was 55.14% against realized demand. Lost 225 sales units across the portfolio. Carried 11 backlog units into next round.
12,Team 06,Premium Quality,3,1,1,0,0,312,539.95,227.95,230.99,0.4278,334,161.01,264,264,640,41.25,47.45,0.0087,260,539.95,260,278,56,0,828,0.4363,41863.68,16275.35,18992.02,1656.0,101.75,560.0,2232.0,4000.0,2640.0,57288.6,10000.0,0.0,162698.12,120000.0,True,46457.12,-4593.44,24.98,22.02,2.67,20.7,0,749,343,264,343,56,,"Portfolio forecast WAPE was 42.78% against realized demand. Lost 278 sales units across the portfolio. Carried 56 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
